sha,issues,change_type,name,additions,removals,context,message
8757a3561c632770595199a5930e02177bd172c1,154,M,src/test/java/org/apache/tika/parser/ParsingReaderTest.java,13,13,6,13
e97ee495b5007a01b872d00ba747f0d612cab72a,120,M,CHANGES.txt,3,0,6,9
e97ee495b5007a01b872d00ba747f0d612cab72a,120,D,src/main/java/org/apache/tika/parser/mp3/ID3v1Tag.java,0,236,0,9
e97ee495b5007a01b872d00ba747f0d612cab72a,120,M,src/main/java/org/apache/tika/parser/mp3/Mp3Parser.java,197,35,25,9
e97ee495b5007a01b872d00ba747f0d612cab72a,120,A,src/test/java/org/apache/tika/parser/mp3/Mp3ParserTest.java,61,0,0,9
b4e7e8193f98e189a54e1fe3757b1ed155387331,1218,M,CHANGES.txt,3,0,4,4
b4e7e8193f98e189a54e1fe3757b1ed155387331,1218,M,tika-parsers/src/main/java/org/apache/tika/parser/mp3/ID3v2Frame.java,1,1,6,4
5cf01477b366af10e1d1b3e276df8b86b44d71ef,1237,M,tika-parsers/pom.xml,1,1,6,4
2b5a1d9d75911a1cb70b60c4acfd4f5c00b7f08f,567,A,tika-core/src/main/java/org/apache/tika/io/TemporaryFiles.java,40,0,0,6
2b5a1d9d75911a1cb70b60c4acfd4f5c00b7f08f,567,M,tika-core/src/main/java/org/apache/tika/io/TikaInputStream.java,125,45,161,6
06b0b490fecb40e36b2c071f1437a9b02c891611,782,M,CHANGES.txt,4,1,6,4
06b0b490fecb40e36b2c071f1437a9b02c891611,782,M,tika-parsers/src/main/java/org/apache/tika/parser/rtf/TextExtractor.java,192,196,121,4
06b0b490fecb40e36b2c071f1437a9b02c891611,782,M,tika-parsers/src/test/java/org/apache/tika/parser/rtf/RTFParserTest.java,5,0,6,4
06b0b490fecb40e36b2c071f1437a9b02c891611,782,A,tika-parsers/src/test/resources/test-documents/testBinControlWord.rtf,2,0,0,4
346d584e25d53c93e808d6b6a19ec5c30068d8d2,15,M,src/main/java/org/apache/tika/utils/Utils.java,3,1,12,4
df7e1f9601539728f97ae9e4c58a7959152c52c9,897,M,tika-core/src/main/resources/org/apache/tika/mime/tika-mimetypes.xml,3,0,6,4
df7e1f9601539728f97ae9e4c58a7959152c52c9,897,M,tika-core/src/test/java/org/apache/tika/mime/MimeDetectionTest.java,1,0,6,4
df7e1f9601539728f97ae9e4c58a7959152c52c9,897,A,tika-core/src/test/resources/org/apache/tika/mime/test-utf8-bom.xml,2,0,0,4
7d91d377a95febaaed68252bf7efaa3c2579db6f,40,M,CHANGES.txt,2,0,3,7
7d91d377a95febaaed68252bf7efaa3c2579db6f,40,M,pom.xml,5,0,6,7
7d91d377a95febaaed68252bf7efaa3c2579db6f,40,M,src/main/java/org/apache/tika/parser/txt/TXTParser.java,30,9,21,7
7d91d377a95febaaed68252bf7efaa3c2579db6f,40,A,src/test/java/org/apache/tika/parser/txt/TXTParserTest.java,74,0,0,7
7a76ac84a9ee32278713fabb6947442c03052433,712,M,tika-parsers/src/main/java/org/apache/tika/parser/microsoft/HSLFExtractor.java,6,1,6,4
7a76ac84a9ee32278713fabb6947442c03052433,712,M,tika-parsers/src/main/java/org/apache/tika/parser/microsoft/ooxml/XSLFPowerPointExtractorDecorator.java,11,0,26,4
a3d74d53696fddc75cab632d495b568612c4fd3d,645,M,tika-core/src/main/java/org/apache/tika/io/TikaInputStream.java,1,0,6,6
a3d74d53696fddc75cab632d495b568612c4fd3d,645,M,tika-core/src/main/java/org/apache/tika/sax/SecureContentHandler.java,19,4,26,6
805195bb9dfaa5eac79624c0c0a08ed1196e24ac,509,M,tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,0,10,26,6
805195bb9dfaa5eac79624c0c0a08ed1196e24ac,509,D,tika-core/src/main/java/org/apache/tika/extractor/ContainerEmbededResourceHandler.java,0,44,0,6
805195bb9dfaa5eac79624c0c0a08ed1196e24ac,509,M,tika-core/src/main/java/org/apache/tika/extractor/ContainerExtractor.java,2,2,11,6
805195bb9dfaa5eac79624c0c0a08ed1196e24ac,509,A,tika-core/src/main/java/org/apache/tika/extractor/EmbededResourceHandler.java,44,0,0,6
805195bb9dfaa5eac79624c0c0a08ed1196e24ac,509,M,tika-core/src/main/java/org/apache/tika/extractor/ParserContainerExtractor.java,18,3,14,6
805195bb9dfaa5eac79624c0c0a08ed1196e24ac,509,M,tika-parsers/src/main/java/org/apache/tika/parser/microsoft/AbstractPOIFSExtractor.java,41,0,27,6
805195bb9dfaa5eac79624c0c0a08ed1196e24ac,509,M,tika-parsers/src/main/java/org/apache/tika/parser/microsoft/ExcelExtractor.java,113,17,94,6
805195bb9dfaa5eac79624c0c0a08ed1196e24ac,509,M,tika-parsers/src/test/java/org/apache/tika/parser/microsoft/POIContainerExtractionTest.java,49,16,54,6
dfc003dba55339062ad8dd62ece67c0349ec31d0,672,D,tika-parsers/src/main/java/org/apache/tika/parser/chm/CHMDocumentInformation.java,0,95,0,6
